Fecha,RegionHidrologica,NombreEmbalse,VertimientosVolumenMilesM,VertimientosEnergiaKwh
2018-07-10,ORIENTE,ESMERALDA,1620.0,3099915.0
2018-07-10,ORIENTE,GUAVIO,13046.58,35607016.06
2018-07-11,CENTRO,TOPOCORO,4651.776,1685881.152
2018-07-11,ORIENTE,ESMERALDA,17280.0,33065760.0
2018-07-11,ORIENTE,GUAVIO,3520.98,9609536.86
2018-07-12,CENTRO,TOPOCORO,15344.028,5560931.481
2018-07-12,ORIENTE,ESMERALDA,11340.0,21699405.0
2018-07-12,ORIENTE,GUAVIO,1655.64,4518609.48
2018-07-13,CENTRO,TOPOCORO,13200.732,4784165.289
2018-07-13,ORIENTE,ESMERALDA,6660.0,12744095.0
2018-07-13,ORIENTE,GUAVIO,16084.95,43899402.98333
2018-07-14,ORIENTE,ESMERALDA,16200.0,30999150.0
2018-07-14,ORIENTE,GUAVIO,10760.31,29367277.17
2018-07-15,CENTRO,TOPOCORO,29402.316,10655889.357
2018-07-15,ORIENTE,ESMERALDA,12960.0,24799320.0
2018-07-15,ORIENTE,GUAVIO,17550.9,47900306.3
2018-07-16,CENTRO,TOPOCORO,20543.904,7445453.208
2018-07-16,ORIENTE,ESMERALDA,17550.0,33582412.5
2018-07-16,ORIENTE,GUAVIO,21518.73,58729396.11
2018-07-17,ORIENTE,ESMERALDA,20880.0,39954460.0
2018-07-17,ORIENTE,GUAVIO,24928.47,68035334.29
2018-07-18,ORIENTE,ESMERALDA,5040.0,9644180.0
2018-07-18,ORIENTE,GUAVIO,6409.44,17492786.08
2018-07-19,ORIENTE,GUAVIO,6537.69,17842808.83
2018-07-20,ORIENTE,GUAVIO,13230.9,36110066.3
2018-07-21,ORIENTE,GUAVIO,17873.55,48780889.85
2018-07-22,ORIENTE,GUAVIO,13265.28,36203896.96
2018-07-23,ANTIOQUIA,PUNCHINA,3332.16,5053961.12
2018-07-23,ORIENTE,CHUZA,1.19,7089481.18172591
2018-07-23,ORIENTE,GUAVIO,3715.2,10139606.4
2018-07-24,ANTIOQUIA,PUNCHINA,4755.816,7213251.812
2018-07-24,ORIENTE,ESMERALDA,1350.0,2583262.5
2018-07-24,ORIENTE,GUAVIO,22447.58,61264434.17111
2018-07-25,ANTIOQUIA,PUNCHINA,1887.444,2862728.258
2018-07-25,ORIENTE,ESMERALDA,5130.0,9816397.5
2018-07-25,ORIENTE,GUAVIO,4682.88,12780620.16
2018-07-26,ANTIOQUIA,PLAYAS,463.882,200229.51105
2018-07-26,ANTIOQUIA,PUNCHINA,260.64,395318.48
2018-07-26,CENTRO,TOPOCORO,21787.776,7896253.152
2018-07-26,ORIENTE,CHUZA,793.15,7089481.18172591
2018-07-26,ORIENTE,ESMERALDA,2430.0,4649872.5
2018-07-26,ORIENTE,GUAVIO,4951.8,13514562.6
2018-07-27,ANTIOQUIA,PLAYAS,1193.011,514949.94247
2018-07-27,CENTRO,TOPOCORO,27982.152,10141198.254
2018-07-27,ORIENTE,CHUZA,876.31,7089481.18172591
2018-07-27,ORIENTE,ESMERALDA,7830.0,14982922.5
2018-07-27,ORIENTE,GUAVIO,11459.52,31275576.64
2018-07-28,ANTIOQUIA,PLAYAS,2.678,1155.92894
2018-07-28,ANTIOQUIA,PUNCHINA,1360.08,2062863.56
2018-07-28,ANTIOQUIA,TRONERAS,564.71,102510.55138
2018-07-28,CENTRO,TOPOCORO,27843.264,10090862.928
2018-07-28,ORIENTE,CHUZA,876.31,7089481.18172591
2018-07-28,ORIENTE,ESMERALDA,12060.0,23077145.0
2018-07-28,ORIENTE,GUAVIO,30355.92,82848051.44
2018-07-29,ANTIOQUIA,PUNCHINA,279.684,424202.938
2018-07-29,ANTIOQUIA,TRONERAS,66.096,11998.26
2018-07-29,CENTRO,TOPOCORO,27710.604,10042784.733
2018-07-29,ORIENTE,CHUZA,1561.46,7089481.18172591
2018-07-29,ORIENTE,ESMERALDA,7830.0,14982922.5
2018-07-29,ORIENTE,GUAVIO,10714.46,29242142.33111
2018-07-30,ANTIOQUIA,PUNCHINA,3.42,5187.19
2018-07-30,CENTRO,TOPOCORO,18451.044,6686965.863
2018-07-30,ORIENTE,GUAVIO,9344.88,25504254.16
2018-07-31,ANTIOQUIA,PUNCHINA,824.76,1250931.82
2018-07-31,CENTRO,TOPOCORO,13805.856,5003472.312
2018-07-31,ORIENTE,GUAVIO,8486.64,23161926.48
2018-08-01,ANTIOQUIA,PUNCHINA,76.104,115428.628
2018-08-01,CENTRO,TOPOCORO,13847.76,5018659.02
2018-08-01,ORIENTE,ESMERALDA,270.0,516652.5
2018-08-01,ORIENTE,GUAVIO,9360.72,25547485.04
2018-08-02,CENTRO,TOPOCORO,13867.236,5025717.447
2018-08-02,ORIENTE,CHUZA,1275.91,7089481.18172591
2018-08-02,ORIENTE,ESMERALDA,4950.0,9471962.5
2018-08-02,ORIENTE,GUAVIO,3888.0,10611216.0
2018-08-03,ANTIOQUIA,PUNCHINA,4045.5,6135899.75
2018-08-03,CENTRO,TOPOCORO,13852.872,5020511.694
2018-08-03,ORIENTE,CHUZA,1275.91,7089481.18172591
2018-08-04,ANTIOQUIA,PUNCHINA,4175.136,6332521.552
2018-08-04,CENTRO,TOPOCORO,16687.116,6047688.957
2018-08-04,ORIENTE,CHUZA,1066.18,7089481.18172591
2018-08-05,ANTIOQUIA,PLAYAS,48.557,20959.08952
2018-08-05,ANTIOQUIA,PUNCHINA,5891.04,8935071.28
2018-08-05,ANTIOQUIA,TRONERAS,1.901,345.0843
2018-08-05,CENTRO,TOPOCORO,38074.068,13798676.811
2018-08-05,ORIENTE,CHUZA,1066.18,7089481.18172591
2018-08-05,ORIENTE,ESMERALDA,6750.0,12916312.5
2018-08-05,ORIENTE,GUAVIO,20838.82,56873770.62888
2018-08-06,ANTIOQUIA,PLAYAS,1162.685,501860.06152
2018-08-06,ANTIOQUIA,PUNCHINA,1179.972,1747604.086
2018-08-06,ANTIOQUIA,TRONERAS,4.925,894.0243
2018-08-06,CENTRO,TOPOCORO,55662.444,20172997.413
2018-08-07,ANTIOQUIA,PLAYAS,4531.162,1955825.73105
2018-08-07,ANTIOQUIA,PUNCHINA,5822.712,8623759.956
2018-08-07,ANTIOQUIA,TRONERAS,1.469,266.6643
2018-08-07,CENTRO,TOPOCORO,39300.912,14243305.524
2018-08-08,ANTIOQUIA,PLAYAS,3617.136,1561296.564
2018-08-08,ANTIOQUIA,PUNCHINA,10259.604,15195043.502
2018-08-08,ANTIOQUIA,TRONERAS,133.402,24216.16861
2018-08-08,CENTRO,TOPOCORO,13651.38,4947487.635
2018-08-08,ORIENTE,CHUZA,1039.18,7089481.18172591
2018-08-09,ANTIOQUIA,PLAYAS,1490.486,643351.72094
2018-08-09,ANTIOQUIA,PUNCHINA,6790.032,10056414.616
2018-08-09,ORIENTE,ESMERALDA,4140.0,7922005.0
2018-08-09,ORIENTE,GUAVIO,10647.9,29060485.3
2018-08-10,ANTIOQUIA,PLAYAS,192.845,83239.40152
2018-08-10,ANTIOQUIA,PUNCHINA,8974.08,13291111.04
2018-08-10,ORIENTE,CHUZA,1190.38,7089481.18172591
2018-08-10,ORIENTE,ESMERALDA,5040.0,9644180.0
2018-08-10,ORIENTE,GUAVIO,7674.21,20944624.47
2018-08-11,ANTIOQUIA,PUNCHINA,4818.672,7136720.936
2018-08-11,ORIENTE,CHUZA,561.82,7089481.18172591
2018-08-12,ANTIOQUIA,PUNCHINA,7486.812,11088384.506
2018-08-13,ANTIOQUIA,PUNCHINA,4752.216,7038295.908
2018-08-13,ORIENTE,ESMERALDA,7650.0,14638487.5
2018-08-14,ANTIOQUIA,PUNCHINA,3651.048,5407404.924
2018-08-14,ORIENTE,CHUZA,1124.71,7089481.18172591
2018-08-14,ORIENTE,ESMERALDA,6120.0,11710790.0
2018-08-14,ORIENTE,GUAVIO,7523.28,20532702.96
2018-08-15,ANTIOQUIA,PUNCHINA,4025.808,5962445.304
2018-08-15,ORIENTE,CHUZA,738.29,7089481.18172591
2018-08-15,ORIENTE,ESMERALDA,8280.0,15844010.0
2018-08-15,ORIENTE,GUAVIO,5758.56,15716389.92
2018-08-16,ANTIOQUIA,PUNCHINA,2540.952,3763291.076
2018-08-16,ORIENTE,CHUZA,738.29,7089481.18172591
2018-08-16,ORIENTE,ESMERALDA,1890.0,3616567.5
2018-08-17,ANTIOQUIA,PUNCHINA,2327.616,3447328.608
2018-08-17,ORIENTE,CHUZA,505.22,7089481.18172591
2018-08-17,ORIENTE,ESMERALDA,8370.0,16016227.5
2018-08-18,ANTIOQUIA,PUNCHINA,2404.44,3561109.22
2018-08-18,ORIENTE,CHUZA,505.22,7089481.18172591
2018-08-18,ORIENTE,ESMERALDA,14760.0,28243670.0
2018-08-19,ANTIOQUIA,PUNCHINA,781.704,1157747.052
2018-08-19,ORIENTE,CHUZA,333.5,7089481.18172591
2018-08-19,ORIENTE,ESMERALDA,11880.0,22732710.0
2018-08-20,ANTIOQUIA,PUNCHINA,466.812,691374.506
2018-08-20,ORIENTE,CHUZA,333.5,7089481.18172591
2018-08-21,ORIENTE,CHUZA,403.7,7089481.18172591
2018-08-22,ORIENTE,CHUZA,403.7,7089481.18172591
2018-08-22,ORIENTE,ESMERALDA,26460.0,50631945.0
2018-08-22,ORIENTE,GUAVIO,5758.56,15716389.92
2018-08-23,ORIENTE,CHUZA,652.54,7089481.18172591
2018-08-23,ORIENTE,ESMERALDA,5400.0,10333050.0
2018-08-23,ORIENTE,GUAVIO,1578.96,4309332.72
2018-08-24,ORIENTE,CHUZA,652.54,7089481.18172591
2018-08-25,ORIENTE,GUAVIO,1393.2,3802352.4
2018-08-26,ORIENTE,CHUZA,344.74,7089481.18172591
2018-08-26,ORIENTE,GUAVIO,1532.52,4182587.64
2018-08-27,ORIENTE,CHUZA,1664.28,7089481.18172591
2018-08-27,ORIENTE,ESMERALDA,6660.0,12744095.0
2018-08-27,ORIENTE,GUAVIO,11701.26,31935338.82
2018-08-28,ANTIOQUIA,TRONERAS,31.018,5630.62861
2018-08-28,ORIENTE,CHUZA,829.44,7089481.18172591
2018-08-28,ORIENTE,ESMERALDA,3600.0,6888700.0
2018-08-28,ORIENTE,GUAVIO,139.32,380235.24
2018-08-29,ORIENTE,CHUZA,711.07,7089481.18172591
2018-08-30,ANTIOQUIA,PLAYAS,576.979,249046.57447
2018-08-30,ANTIOQUIA,TRONERAS,2.16,392.1
2018-08-30,ORIENTE,CHUZA,840.02,7089481.18172591
2018-08-31,ANTIOQUIA,PLAYAS,4222.195,1822463.55847
2018-08-31,ANTIOQUIA,TRONERAS,455.328,82654.68
2018-08-31,ORIENTE,CHUZA,559.22,7089481.18172591
2018-09-01,ANTIOQUIA,PLAYAS,1948.666,841120.02705
2018-09-01,ANTIOQUIA,TRONERAS,188.179,34159.71569
2018-09-01,ORIENTE,CHUZA,346.25,7089481.18172591
2018-09-02,ANTIOQUIA,PLAYAS,4041.274,1744371.01905
2018-09-02,ANTIOQUIA,TRONERAS,301.968,54815.58
2018-09-02,ORIENTE,CHUZA,228.53,7089481.18172591
2018-09-03,ANTIOQUIA,PLAYAS,5399.136,2330477.064
2018-09-03,ANTIOQUIA,TRONERAS,297.216,53952.96
2018-09-03,ORIENTE,CHUZA,171.94,7089481.18172591
2018-09-04,ANTIOQUIA,PLAYAS,6879.427,2969428.22647
2018-09-04,ANTIOQUIA,TRONERAS,435.456,79047.36
2018-09-04,ORIENTE,CHUZA,209.09,7089481.18172591
2018-09-05,ANTIOQUIA,PLAYAS,258.595,111619.65847
2018-09-05,ANTIOQUIA,TRONERAS,79.574,14444.89138
2018-09-05,ORIENTE,CHUZA,8.32,7089481.18172591
2018-09-06,ANTIOQUIA,PLAYAS,49.334,21294.47294
2018-09-06,ANTIOQUIA,TRONERAS,5307.12,963389.7
2018-09-06,ORIENTE,CHUZA,180.58,7089481.18172591
2018-09-07,ANTIOQUIA,PLAYAS,3369.686,1454487.52094
2018-09-07,ANTIOQUIA,TRONERAS,2733.61,496226.14861
2018-09-07,CENTRO,TOPOCORO,9798.696,3551210.742
2018-09-07,ORIENTE,CHUZA,249.26,7089481.18172591
2018-09-08,ANTIOQUIA,PLAYAS,7730.813,3336919.53352
2018-09-08,ANTIOQUIA,TRONERAS,4463.078,810172.63138
2018-09-08,CENTRO,TOPOCORO,18199.548,6595819.521
2018-09-08,ORIENTE,CHUZA,622.51,7089481.18172591
2018-09-09,ANTIOQUIA,PLAYAS,8085.226,3489897.96705
2018-09-09,ANTIOQUIA,TRONERAS,3679.258,667887.52861
2018-09-09,CENTRO,TOPOCORO,18349.848,6650290.746
2018-09-09,ORIENTE,CHUZA,658.8,7089481.18172591
2018-09-10,ANTIOQUIA,PLAYAS,7330.954,3164324.83905
2018-09-10,ANTIOQUIA,TRONERAS,2210.371,401243.73569
2018-09-10,CENTRO,TOPOCORO,18399.78,6668386.935
2018-09-11,ANTIOQUIA,PLAYAS,3619.642,1562378.25105
2018-09-11,ANTIOQUIA,TRONERAS,505.181,91704.3843
2018-09-11,CENTRO,TOPOCORO,24597.648,8914597.596
2018-09-11,ORIENTE,CHUZA,190.08,7089481.18172591
2018-09-12,ANTIOQUIA,PLAYAS,3350.506,1446208.68705
2018-09-12,ANTIOQUIA,TRONERAS,605.059,109835.01569
2018-09-12,CENTRO,TOPOCORO,26920.512,9756442.224
2018-09-12,ORIENTE,CHUZA,139.1,7089481.18172591
2018-09-13,ANTIOQUIA,PLAYAS,1717.373,741284.97352
2018-09-13,ANTIOQUIA,TRONERAS,7.69,1395.94861
2018-09-13,CENTRO,TOPOCORO,26511.948,9608371.821
2018-09-13,ORIENTE,CHUZA,85.54,7089481.18172591
2018-09-14,ANTIOQUIA,PLAYAS,2193.437,946772.70952
2018-09-14,CENTRO,TOPOCORO,31361.688,11365998.426
2018-09-14,ORIENTE,CHUZA,85.54,7089481.18172591
2018-09-15,ANTIOQUIA,PLAYAS,6885.994,2972262.79905
2018-09-15,CENTRO,TOPOCORO,41452.956,15023242.137
2018-09-15,ORIENTE,CHUZA,85.54,7089481.18172591
2018-09-16,ANTIOQUIA,PLAYAS,4874.861,2104179.58552
2018-09-16,ANTIOQUIA,PUNCHINA,164.412,243503.306
2018-09-16,CENTRO,TOPOCORO,41196.492,14930295.309
2018-09-16,ORIENTE,CHUZA,73.01,7089481.18172591
2018-09-17,ANTIOQUIA,PLAYAS,5414.515,2337115.23847
2018-09-17,CENTRO,TOPOCORO,40780.692,14779602.459
2018-09-17,ORIENTE,CHUZA,49.25,7089481.18172591
2018-09-18,ANTIOQUIA,PLAYAS,8377.862,3616211.04494
2018-09-18,CENTRO,TOPOCORO,39967.272,14484805.494
2018-09-18,ORIENTE,CHUZA,49.9,7089481.18172591
2018-09-19,ANTIOQUIA,PLAYAS,9361.267,4040686.88647
2018-09-19,ANTIOQUIA,PUNCHINA,11028.528,16333862.664
2018-09-19,CENTRO,TOPOCORO,39011.04,14138251.08
2018-09-19,ORIENTE,CHUZA,85.54,7089481.18172591
2018-09-20,ANTIOQUIA,PLAYAS,4761.158,2055100.94894
2018-09-20,ANTIOQUIA,PUNCHINA,4595.112,6805616.156
2018-09-20,CENTRO,TOPOCORO,27714.96,10044363.42
2018-09-20,ORIENTE,CHUZA,61.13,7089481.18172591
2018-09-21,ANTIOQUIA,PLAYAS,195.523,84395.33047
2018-09-21,ANTIOQUIA,PUNCHINA,71.172,105409.686
2018-09-21,CENTRO,TOPOCORO,37117.44,13451978.88
2018-09-21,ORIENTE,CHUZA,131.25,7089481.18172591
2018-09-22,CENTRO,TOPOCORO,35926.92,13020514.59
2018-09-22,ORIENTE,CHUZA,38.02,7089481.18172591
2018-09-23,CENTRO,TOPOCORO,34845.48,12628582.71
2018-09-23,ORIENTE,CHUZA,38.02,7089481.18172591
2018-09-24,CENTRO,TOPOCORO,19262.16,6980927.82
2018-09-24,ORIENTE,CHUZA,38.02,7089481.18172591
2018-09-25,ORIENTE,CHUZA,38.02,7089481.18172591
2018-09-26,ORIENTE,CHUZA,38.02,7089481.18172591
2018-09-27,ORIENTE,CHUZA,268.06,7089481.18172591
2018-09-28,ORIENTE,CHUZA,260.06,7089481.18172591
2018-09-29,ORIENTE,CHUZA,91.58,7089481.18172591
2018-09-30,ORIENTE,CHUZA,50.76,7089481.18172591
2018-10-01,ORIENTE,CHUZA,110.38,7089481.18172591
2018-10-02,ORIENTE,CHUZA,270.86,7089481.18172591
2018-10-03,ORIENTE,CHUZA,290.3,7089481.18172591
2018-10-04,ORIENTE,CHUZA,155.52,7089481.18172591
2018-10-05,ANTIOQUIA,PLAYAS,581.645,251060.60152
2018-10-05,ORIENTE,CHUZA,108.0,7089481.18172591
2018-10-06,ANTIOQUIA,PLAYAS,3189.542,1376730.36494
2018-10-06,ANTIOQUIA,TRONERAS,853.718,154973.53138
2018-10-06,ORIENTE,CHUZA,86.62,7089481.18172591
2018-10-07,ANTIOQUIA,PLAYAS,560.563,241960.79047
2018-10-07,ANTIOQUIA,TRONERAS,3365.194,610876.18861
2018-10-07,ORIENTE,CHUZA,85.54,7089481.18172591
2018-10-08,ANTIOQUIA,TRONERAS,4728.24,858306.9
2018-10-08,ORIENTE,CHUZA,60.48,7089481.18172591
2018-10-09,ANTIOQUIA,TRONERAS,4282.33,777361.84861
2018-10-09,ORIENTE,CHUZA,60.48,7089481.18172591
2018-10-10,ANTIOQUIA,TRONERAS,2962.31,537741.55138
2018-10-10,ORIENTE,CHUZA,49.25,7089481.18172591
2018-10-11,ANTIOQUIA,AMANI,3427.2,1906665.6
2018-10-11,ANTIOQUIA,PLAYAS,1266.106,546500.58705
2018-10-11,ANTIOQUIA,RIOGRANDE2,973.382,1814059.58733
2018-10-11,ANTIOQUIA,TRONERAS,2987.798,542368.33138
2018-10-11,ORIENTE,CHUZA,121.39,7089481.18172591
2018-10-12,ANTIOQUIA,AMANI,5978.016,3325769.568
2018-10-12,ANTIOQUIA,PLAYAS,2370.73,1023299.26305
2018-10-12,ANTIOQUIA,RIOGRANDE2,2520.634,4697621.56466
2018-10-12,ANTIOQUIA,TRONERAS,2228.688,404568.78
2018-10-12,ORIENTE,CHUZA,172.8,7089481.18172591
2018-10-13,ANTIOQUIA,AMANI,5828.832,3242773.536
2018-10-13,ANTIOQUIA,PLAYAS,3781.987,1632452.66647
2018-10-13,ANTIOQUIA,RIOGRANDE2,1914.365,3567738.23833
2018-10-13,ANTIOQUIA,TRONERAS,2419.891,439277.43569
2018-10-13,CENTRO,TOPOCORO,18477.72,6696633.69
2018-10-13,ORIENTE,CHUZA,138.24,7089481.18172591
2018-10-14,ANTIOQUIA,AMANI,5132.736,2855512.128
2018-10-14,ANTIOQUIA,PLAYAS,7446.557,3214223.58952
2018-10-14,ANTIOQUIA,RIOGRANDE2,1186.186,2210655.30866
2018-10-14,ANTIOQUIA,TRONERAS,3639.514,660672.88861
2018-10-14,CENTRO,TOPOCORO,44230.716,16029948.657
2018-10-14,ORIENTE,CHUZA,186.62,7089481.18172591
2018-10-15,ANTIOQUIA,AMANI,2342.592,1303262.016
2018-10-15,ANTIOQUIA,PLAYAS,2741.645,1183400.60152
2018-10-15,ANTIOQUIA,RIOGRANDE2,881.626,1643056.98866
2018-10-15,ANTIOQUIA,TRONERAS,1163.635,211232.07569
2018-10-15,CENTRO,TOPOCORO,26599.824,9640219.548
2018-10-15,ORIENTE,CHUZA,114.91,7089481.18172591
2018-10-16,ANTIOQUIA,AMANI,195.552,108792.096
2018-10-16,ANTIOQUIA,PLAYAS,553.824,239051.976
2018-10-16,ANTIOQUIA,RIOGRANDE2,548.035,1021354.56166
2018-10-16,ANTIOQUIA,TRONERAS,318.384,57795.54
2018-10-16,CENTRO,TOPOCORO,26938.116,9762822.207
2018-10-16,ORIENTE,CHUZA,180.58,7089481.18172591
2018-10-17,ANTIOQUIA,AMANI,1851.984,1030320.432
2018-10-17,ANTIOQUIA,RIOGRANDE2,459.389,856147.96633
2018-10-17,ANTIOQUIA,TRONERAS,120.614,21894.79138
2018-10-17,CENTRO,TOPOCORO,27155.664,9841665.228
2018-10-17,ORIENTE,CHUZA,180.58,7089481.18172591
2018-10-18,ANTIOQUIA,AMANI,3192.624,1776163.152
2018-10-18,ANTIOQUIA,RIOGRANDE2,236.131,440069.47366
2018-10-18,ANTIOQUIA,TRONERAS,114.739,20828.31569
2018-10-18,CENTRO,TOPOCORO,25023.78,9069034.935
2018-10-18,ORIENTE,CHUZA,181.44,7089481.18172591
2018-10-19,ANTIOQUIA,AMANI,3441.312,1914516.576
2018-10-19,ANTIOQUIA,RIOGRANDE2,50.198,93552.33933
2018-10-19,ANTIOQUIA,TRONERAS,72.317,13127.5443
2018-10-19,CENTRO,TOPOCORO,44933.472,16284639.144
2018-10-19,ORIENTE,CHUZA,116.64,7089481.18172591
2018-10-20,ANTIOQUIA,AMANI,3029.472,1685396.256
2018-10-20,ANTIOQUIA,RIOGRANDE2,23.587,43958.30566
2018-10-20,CENTRO,TOPOCORO,44655.624,16183942.398
2018-10-20,ORIENTE,CHUZA,4.97,7089481.18172591
2018-10-21,ANTIOQUIA,AMANI,1364.544,759141.312
2018-10-21,ANTIOQUIA,RIOGRANDE2,437.789,815892.76633
2018-10-21,CENTRO,TOPOCORO,44175.708,16010012.841
2018-10-21,ORIENTE,CHUZA,919.37,7089481.18172591
2018-10-22,ANTIOQUIA,AMANI,64.512,35890.176
2018-10-22,ANTIOQUIA,RIOGRANDE2,616.637,1149205.82233
2018-10-22,CENTRO,TOPOCORO,43671.204,15827172.183
2018-10-23,ANTIOQUIA,RIOGRANDE2,876.528,1633556.016
2018-10-23,CENTRO,TOPOCORO,43544.016,15781077.132
2018-10-24,ANTIOQUIA,RIOGRANDE2,1589.846,2962942.99533
2018-10-24,ANTIOQUIA,SAN LORENZO,529.2,1376802.0
2018-10-24,CENTRO,TOPOCORO,40660.596,14736077.667
2018-10-25,ANTIOQUIA,RIOGRANDE2,2708.122,5047036.70066
2018-10-25,ANTIOQUIA,SAN LORENZO,3359.52,8740351.2
2018-10-25,CENTRO,TOPOCORO,35036.568,12697836.186
2018-10-26,ANTIOQUIA,RIOGRANDE2,2666.304,4969101.888
2018-10-26,ANTIOQUIA,SAN LORENZO,2652.84,6901805.4
2018-10-26,CENTRO,TOPOCORO,38651.868,14008081.161
2018-10-27,ANTIOQUIA,AMANI,32.256,17945.088
2018-10-27,ANTIOQUIA,RIOGRANDE2,1886.544,3515889.168
2018-10-27,ANTIOQUIA,SAN LORENZO,1767.6,4598706.0
2018-10-27,CENTRO,TOPOCORO,43603.596,15802669.917
2018-10-28,ANTIOQUIA,RIOGRANDE2,1235.002,2301632.06066
2018-10-28,ANTIOQUIA,SAN LORENZO,1347.84,3506630.4
2018-10-28,CENTRO,TOPOCORO,42704.424,15476794.998
2018-10-29,ANTIOQUIA,RIOGRANDE2,1129.334,2104702.13133
2018-10-29,ANTIOQUIA,SAN LORENZO,1224.72,3186313.2
2018-10-29,CENTRO,TOPOCORO,41928.408,15195553.866
2018-10-30,ANTIOQUIA,RIOGRANDE2,855.36,1594105.92
2018-10-30,ANTIOQUIA,SAN LORENZO,1494.72,3888763.2
2018-10-30,CENTRO,TOPOCORO,36117.864,13089715.878
2018-10-31,ANTIOQUIA,RIOGRANDE2,855.36,1594105.92
2018-10-31,ANTIOQUIA,SAN LORENZO,2585.52,6726661.2
2018-10-31,CENTRO,TOPOCORO,23336.964,8457704.703
2018-11-01,ANTIOQUIA,RIOGRANDE2,490.234,913632.76466
2018-11-01,ANTIOQUIA,SAN LORENZO,2445.12,6361387.2
2018-11-01,CENTRO,TOPOCORO,7338.888,2659735.326
2018-11-01,VALLE,ALTOANCHICAYA,5624.07,6102115.95
2018-11-02,ANTIOQUIA,RIOGRANDE2,400.896,747136.512
2018-11-02,ANTIOQUIA,SAN LORENZO,2338.2,6083217.0
2018-11-02,VALLE,ALTOANCHICAYA,5390.1,5848258.5
2018-11-03,ANTIOQUIA,RIOGRANDE2,330.307,615582.14566
2018-11-03,ANTIOQUIA,SAN LORENZO,2518.2,6551517.0
2018-11-03,VALLE,ALTOANCHICAYA,5453.16,5916678.6
2018-11-04,ANTIOQUIA,PLAYAS,1.555,671.19847
2018-11-04,ANTIOQUIA,RIOGRANDE2,228.01,424934.63666
2018-11-04,ANTIOQUIA,SAN LORENZO,1420.2,3694887.0
2018-11-04,VALLE,ALTOANCHICAYA,5094.5,5527532.5
2018-11-05,ANTIOQUIA,PLAYAS,4653.072,2008446.828
2018-11-05,ANTIOQUIA,RIOGRANDE2,652.579,1216189.72966
2018-11-05,ANTIOQUIA,SAN LORENZO,504.0,1311240.0
2018-11-05,VALLE,ALTOANCHICAYA,2688.36,2916870.6
2018-11-06,ANTIOQUIA,PENOL,44.928,56299.776
2018-11-06,ANTIOQUIA,PLAYAS,6238.685,2692859.06152
2018-11-06,ANTIOQUIA,RIOGRANDE2,1998.432,3724411.104
2018-11-06,ANTIOQUIA,TRONERAS,0.259,47.01569
2018-11-06,VALLE,ALTOANCHICAYA,2549.2,2765882.0
2018-11-07,ANTIOQUIA,PENOL,315.446,395288.88755
2018-11-07,ANTIOQUIA,PLAYAS,3267.043,1410182.81047
2018-11-07,ANTIOQUIA,RIOGRANDE2,1799.712,3354063.264
2018-11-07,ANTIOQUIA,TRONERAS,1776.557,322494.4443
2018-11-08,ANTIOQUIA,PENOL,463.363,580645.32377
2018-11-08,ANTIOQUIA,PLAYAS,5729.011,2472863.94247
2018-11-08,ANTIOQUIA,RIOGRANDE2,1234.915,2301469.92166
2018-11-08,ANTIOQUIA,TRONERAS,2231.971,405164.73569
2018-11-09,ANTIOQUIA,PENOL,541.296,678304.032
2018-11-09,ANTIOQUIA,PLAYAS,7691.76,3320062.74
2018-11-09,ANTIOQUIA,RIOGRANDE2,707.53,1318600.07666
2018-11-09,ANTIOQUIA,TRONERAS,146.448,26584.38
2018-11-10,ANTIOQUIA,PENOL,524.362,657083.84844
2018-11-10,ANTIOQUIA,PLAYAS,3183.235,1374008.01847
2018-11-10,ANTIOQUIA,RIOGRANDE2,397.008,739890.576
2018-11-10,CENTRO,TOPOCORO,27816.804,10081273.383
2018-11-11,ANTIOQUIA,PENOL,392.515,491864.90777
2018-11-11,ANTIOQUIA,PLAYAS,5769.965,2490541.28152
2018-11-11,ANTIOQUIA,RIOGRANDE2,260.15,484832.88333
2018-11-11,CENTRO,TOPOCORO,30615.84,11095690.68
2018-11-12,ANTIOQUIA,PENOL,298.771,374393.25977
2018-11-12,ANTIOQUIA,PLAYAS,6484.061,2798772.88552
2018-11-12,ANTIOQUIA,RIOGRANDE2,156.643,291930.33766
2018-11-12,CENTRO,TOPOCORO,29900.016,10836264.132
2018-11-13,ANTIOQUIA,PENOL,351.562,440546.24844
2018-11-13,ANTIOQUIA,PLAYAS,4161.197,1796134.44952
2018-11-13,ANTIOQUIA,RIOGRANDE2,205.632,383229.504
2018-11-13,CENTRO,TOPOCORO,22388.544,8113981.488
2018-11-14,ANTIOQUIA,PENOL,520.733,652536.30822
2018-11-14,ANTIOQUIA,PLAYAS,2807.568,1211855.532
2018-11-14,ANTIOQUIA,RIOGRANDE2,289.094,538774.85133
2018-11-14,ANTIOQUIA,TRONERAS,30.931,5614.83569
2018-11-14,CENTRO,TOPOCORO,4225.248,1531300.296
2018-11-15,ANTIOQUIA,PENOL,552.787,692703.53177
2018-11-15,ANTIOQUIA,PLAYAS,3093.206,1335148.00094
2018-11-15,ANTIOQUIA,RIOGRANDE2,491.011,915080.83366
2018-11-15,ANTIOQUIA,TRONERAS,101.434,18413.08861
2018-11-16,ANTIOQUIA,PENOL,421.459,528134.95577
2018-11-16,ANTIOQUIA,PLAYAS,3401.827,1468360.82647
